"screen_id","family","title","current_functional_controls","current_status","planned_controls","input_controls","output_controls","sensor_dependencies","permission_gates","data_reads","data_writes","algorithm_ai_dependencies","required_states","planned_click_results","conflicts","priority","implementation_plan"
"CAL_004","CAL","Day View","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Month/Week/Day | Date | Event","","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Month/Week/Day => switch calendar range | Date => open Selected Date | Event => open event detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_005","CAL","Selected Date","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Event row","date","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Event row => open Workout/Meal/Recovery event","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_006","CAL","Workout Event","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Reschedule | Open source","time","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Reschedule => open Reschedule Event | Open source => open Train/Fuel detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_007","CAL","Meal Event","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Reschedule | Open source","time","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Reschedule => open Reschedule Event | Open source => open Train/Fuel detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_008","CAL","Recovery Event","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Reschedule | Open source","time","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Reschedule => open Reschedule Event | Open source => open Train/Fuel detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_009","CAL","Reschedule Event","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Reschedule | Open source","date | time","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Reschedule => open Reschedule Event | Open source => open Train/Fuel detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_010","CAL","Choose Date","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save selection","date","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Save selection => check conflict then update event","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_011","CAL","Choose Time","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save selection","time","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Save selection => check conflict then update event","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_012","CAL","Calendar Conflict","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","See alternatives","","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","See alternatives => open Suggested Alternatives","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_013","CAL","Conflict Explanation","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","See alternatives","","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","See alternatives => open Suggested Alternatives","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_014","CAL","Suggested Alternatives","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose alternative","resolution choice","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Choose alternative => select proposed schedule","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_015","CAL","Confirm Reschedule","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Save selection","date | time","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Save selection => check conflict then update event","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history | protect against duplicate submission; destructive/payment actions require confirmation/idempotency","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_016","CAL","Missed Workout","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Reschedule / Continue / Skip","resolution choice","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Reschedule / Continue / Skip => record missed-event resolution","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_017","CAL","Missed Meal","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Reschedule / Continue / Skip","resolution choice","month/week/day schedule | conflicts","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default","Reschedule / Continue / Skip => record missed-event resolution","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"CAL_018","CAL","Calendar Offline","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Retry sync","","month/week/day schedule | conflicts | recovery/error state","","","canonical events;plans;workouts;meals","event/reschedule/missed status","conflict detection;alternative scheduling","default | offline","Retry sync => refresh calendar","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | planned meal/event changes must not rewrite consumed history","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_001","PRG","Progress Dashboard","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Metric | Range | Graph point | Report | Milestone","","graphs | reports | milestones | coverage","","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Metric => open Metric Selector | Range => switch time range | Graph point => open Exact Data Point | Report => open report | Milestone => open milestone detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_002","PRG","Metric Selector","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose metric","metric","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Choose metric => reload graph metric","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_003","PRG","Range 7 Days","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose range","range","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Choose range => reload selected time window","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_004","PRG","Range 30 Days","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose range","range","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Choose range => reload selected time window","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_005","PRG","Range 3 Months","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose range","range","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Choose range => reload selected time window","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_006","PRG","Range 6 Months","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose range","range","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Choose range => reload selected time window","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_007","PRG","Range 1 Year","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose range","range","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Choose range => reload selected time window","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_008","PRG","Range All","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Choose range","range","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Choose range => reload selected time window","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_009","PRG","Expanded Graph","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Tap point","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Tap point => open exact observation","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_010","PRG","Exact Data Point","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open source/edit if manual","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Open source/edit if manual => open source observation","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_011","PRG","Missing Data Period","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Data source detail","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Data source detail => open coverage/source explanation","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_012","PRG","Data Coverage","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Data source detail","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Data source detail => open coverage/source explanation","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_013","PRG","Goal Progress","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open target revision","","graphs | reports | milestones | coverage","","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Open target revision => view historical target detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_014","PRG","Target Revision Marker","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open target revision","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Open target revision => view historical target detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_015","PRG","Milestone Detail","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open item","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Open item => view milestone/PR detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_016","PRG","Personal Records","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Open item","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Open item => view milestone/PR detail","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_017","PRG","Training Progress","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_018","PRG","Strength Progress","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_019","PRG","Training Volume","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_020","PRG","Workout Consistency","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_021","PRG","Workout Duration","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_022","PRG","Nutrition Progress","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_023","PRG","Nutrition Averages","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_024","PRG","Protein Trend","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_025","PRG","Fiber Trend","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","","","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_026","PRG","Activity Progress","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","optional Health Connect/activity source","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_027","PRG","Running Progress","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","optional Health Connect/activity source","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
"PRG_028","PRG","Swimming Progress","WIRED: Continue -> next registry route; Back -> previous registry route","PARTIAL_PROTOTYPE","Graph interaction","","graphs | reports | milestones | coverage","optional Health Connect/activity source","Optional Health Connect read permissions only for connected data types","actual workouts;confirmed nutrition;activity;observations;target history","manual observation if supported","aggregation;coverage;trend/milestone detection","default","Graph interaction => inspect exact observations","CURRENT: generic Continue/Back wiring is registry-sequential, not product-semantic | CURRENT: internal cards/fields/options are mostly presentation-only until callbacks/state are added | missing observations must remain gaps; no fake interpolation","P1","Replace sequential scaffold routing with typed screen actions/ViewModel state; convert visual controls to real Compose inputs/click targets; add repository/use-case calls; add loading/error/offline/idempotency tests."
