"screen_id","screen_title","control","control_type","current_implementation","expected_on_click","confirmation_required","permission_gate","data_effect","priority","implementation_note"
"CAL_003","Week View","Event","row","PLANNED_REQUIRED","open event detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_004","Day View","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_004","Day View","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_004","Day View","Month/Week/Day","tab","PLANNED_REQUIRED","switch calendar range","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_004","Day View","Date","calendar","PLANNED_REQUIRED","open Selected Date","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_004","Day View","Event","row","PLANNED_REQUIRED","open event detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_005","Selected Date","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_005","Selected Date","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_005","Selected Date","Event row","row","PLANNED_REQUIRED","open Workout/Meal/Recovery event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_006","Workout Event","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_006","Workout Event","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_006","Workout Event","Reschedule","secondary","PLANNED_REQUIRED","open Reschedule Event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_006","Workout Event","Open source","secondary","PLANNED_REQUIRED","open Train/Fuel detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_007","Meal Event","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_007","Meal Event","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_007","Meal Event","Reschedule","secondary","PLANNED_REQUIRED","open Reschedule Event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_007","Meal Event","Open source","secondary","PLANNED_REQUIRED","open Train/Fuel detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_008","Recovery Event","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_008","Recovery Event","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_008","Recovery Event","Reschedule","secondary","PLANNED_REQUIRED","open Reschedule Event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_008","Recovery Event","Open source","secondary","PLANNED_REQUIRED","open Train/Fuel detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_009","Reschedule Event","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_009","Reschedule Event","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_009","Reschedule Event","Reschedule","secondary","PLANNED_REQUIRED","open Reschedule Event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_009","Reschedule Event","Open source","secondary","PLANNED_REQUIRED","open Train/Fuel detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_010","Choose Date","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_010","Choose Date","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_010","Choose Date","Save selection","primary","PLANNED_REQUIRED","check conflict then update event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_011","Choose Time","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_011","Choose Time","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_011","Choose Time","Save selection","primary","PLANNED_REQUIRED","check conflict then update event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_012","Calendar Conflict","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_012","Calendar Conflict","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_012","Calendar Conflict","See alternatives","primary","PLANNED_REQUIRED","open Suggested Alternatives","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_013","Conflict Explanation","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_013","Conflict Explanation","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_013","Conflict Explanation","See alternatives","primary","PLANNED_REQUIRED","open Suggested Alternatives","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_014","Suggested Alternatives","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_014","Suggested Alternatives","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_014","Suggested Alternatives","Choose alternative","option","PLANNED_REQUIRED","select proposed schedule","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_015","Confirm Reschedule","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_015","Confirm Reschedule","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_015","Confirm Reschedule","Save selection","primary","PLANNED_REQUIRED","check conflict then update event","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_016","Missed Workout","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_016","Missed Workout","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_016","Missed Workout","Reschedule / Continue / Skip","option","PLANNED_REQUIRED","record missed-event resolution","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_017","Missed Meal","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_017","Missed Meal","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_017","Missed Meal","Reschedule / Continue / Skip","option","PLANNED_REQUIRED","record missed-event resolution","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"CAL_018","Calendar Offline","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"CAL_018","Calendar Offline","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"CAL_018","Calendar Offline","Retry sync","primary","PLANNED_REQUIRED","refresh calendar","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_001","Progress Dashboard","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_001","Progress Dashboard","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_001","Progress Dashboard","Metric","tab/card","PLANNED_REQUIRED","open Metric Selector","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_001","Progress Dashboard","Range","range","PLANNED_REQUIRED","switch time range","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_001","Progress Dashboard","Graph point","graph","PLANNED_REQUIRED","open Exact Data Point","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_001","Progress Dashboard","Report","row","PLANNED_REQUIRED","open report","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_001","Progress Dashboard","Milestone","row","PLANNED_REQUIRED","open milestone detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_002","Metric Selector","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_002","Metric Selector","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_002","Metric Selector","Choose metric","option","PLANNED_REQUIRED","reload graph metric","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_003","Range 7 Days","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_003","Range 7 Days","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_003","Range 7 Days","Choose range","range","PLANNED_REQUIRED","reload selected time window","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_004","Range 30 Days","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_004","Range 30 Days","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_004","Range 30 Days","Choose range","range","PLANNED_REQUIRED","reload selected time window","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_005","Range 3 Months","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_005","Range 3 Months","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_005","Range 3 Months","Choose range","range","PLANNED_REQUIRED","reload selected time window","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_006","Range 6 Months","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_006","Range 6 Months","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_006","Range 6 Months","Choose range","range","PLANNED_REQUIRED","reload selected time window","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_007","Range 1 Year","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_007","Range 1 Year","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_007","Range 1 Year","Choose range","range","PLANNED_REQUIRED","reload selected time window","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_008","Range All","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_008","Range All","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_008","Range All","Choose range","range","PLANNED_REQUIRED","reload selected time window","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_009","Expanded Graph","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_009","Expanded Graph","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_009","Expanded Graph","Tap point","graph","PLANNED_REQUIRED","open exact observation","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_010","Exact Data Point","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_010","Exact Data Point","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_010","Exact Data Point","Open source/edit if manual","row","PLANNED_REQUIRED","open source observation","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_011","Missing Data Period","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_011","Missing Data Period","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_011","Missing Data Period","Data source detail","secondary","PLANNED_REQUIRED","open coverage/source explanation","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_012","Data Coverage","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_012","Data Coverage","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_012","Data Coverage","Data source detail","secondary","PLANNED_REQUIRED","open coverage/source explanation","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_013","Goal Progress","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_013","Goal Progress","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_013","Goal Progress","Open target revision","row","PLANNED_REQUIRED","view historical target detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_014","Target Revision Marker","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_014","Target Revision Marker","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_014","Target Revision Marker","Open target revision","row","PLANNED_REQUIRED","view historical target detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_015","Milestone Detail","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_015","Milestone Detail","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_015","Milestone Detail","Open item","row","PLANNED_REQUIRED","view milestone/PR detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_016","Personal Records","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_016","Personal Records","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_016","Personal Records","Open item","row","PLANNED_REQUIRED","view milestone/PR detail","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_017","Training Progress","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_017","Training Progress","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_017","Training Progress","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_018","Strength Progress","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_018","Strength Progress","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_018","Strength Progress","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_019","Training Volume","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_019","Training Volume","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_019","Training Volume","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_020","Workout Consistency","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_020","Workout Consistency","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_020","Workout Consistency","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_021","Workout Duration","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_021","Workout Duration","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_021","Workout Duration","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_022","Nutrition Progress","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_022","Nutrition Progress","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_022","Nutrition Progress","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_023","Nutrition Averages","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_023","Nutrition Averages","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_023","Nutrition Averages","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_024","Protein Trend","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_024","Protein Trend","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_024","Protein Trend","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_025","Fiber Trend","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_025","Fiber Trend","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_025","Fiber Trend","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_026","Activity Progress","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_026","Activity Progress","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_026","Activity Progress","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_027","Running Progress","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_027","Running Progress","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_027","Running Progress","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_028","Swimming Progress","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_028","Swimming Progress","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_028","Swimming Progress","Graph interaction","graph","PLANNED_REQUIRED","inspect exact observations","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_029","Weekly Report","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_029","Weekly Report","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_029","Weekly Report","Open section","row","PLANNED_REQUIRED","drill into training/nutrition/activity report","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRG_030","Monthly Report","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRG_030","Monthly Report","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRG_030","Monthly Report","Open section","row","PLANNED_REQUIRED","drill into training/nutrition/activity report","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_001","Profile Dashboard","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_001","Profile Dashboard","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_001","Profile Dashboard","Setting row","row","PLANNED_REQUIRED","open selected Profile section","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_002","Personal Details","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_002","Personal Details","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_002","Personal Details","Edit/Save","primary","PLANNED_REQUIRED","update profile fields","no","network","update profile","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_003","Targets and Goals","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_003","Targets and Goals","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_003","Targets and Goals","Edit target","primary","PLANNED_REQUIRED","open Edit Target","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_003","Targets and Goals","Revision history","row","PLANNED_REQUIRED","open history","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_004","Edit Target","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_004","Edit Target","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_004","Edit Target","Preview change","primary","PLANNED_REQUIRED","calculate future target preview","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_005","Target Preview","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_005","Target Preview","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_005","Target Preview","Confirm revision","primary","PLANNED_REQUIRED","write target revision effective in future","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_006","Target Revision History","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_006","Target Revision History","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_006","Target Revision History","Open revision","row","PLANNED_REQUIRED","view immutable target revision","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_007","Units","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_007","Units","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_007","Units","Select option","option","PLANNED_REQUIRED","save preference","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
"PRO_008","Language and Region","Continue","current primary button","WIRED_BUT_WRONG_SEMANTICS","navigate to next registry route","no","none","navigation only","P0","replace with semantic primary action"
"PRO_008","Language and Region","Back","current text button","WIRED_BUT_WRONG_SEMANTICS","navigate to previous registry route","no","none","navigation only","P0","replace with parent/back-stack/cancel behavior"
"PRO_008","Language and Region","Select option","option","PLANNED_REQUIRED","save preference","no","none","none","P1","implement via typed UiAction/ViewModel; add disabled/loading/success/error states"
